student_id,first_name,last_name,gender,year_of_study,date_of_birth,gpa
513,Robert,Christensen,Male,2,2002-12-03,2.71
514,Wendy,Young,Female,4,2003-06-24,3.63
515,Sharon,Johnson,Male,4,1999-09-10,3.62
516,Ashley,Smith,Female,1,2007-04-09,3.01
517,Melanie,Huffman,Other,3,1998-07-27,2.36
518,Ryan,Gibbs,Female,3,1996-01-17,2.05
519,Manuel,West,Female,4,1998-01-09,2.27
520,Suzanne,Mccarthy,Male,1,1996-10-30,2.85
521,Susan,Allen,Other,1,1994-11-16,2.17
522,Michelle,Moore,Male,3,2002-03-17,3.89
523,John,Stephens,Male,3,1993-07-19,2.54
524,Virginia,Rice,Male,4,1997-07-09,3.54
525,Heather,Clark,Female,4,1998-08-18,3.42
526,Brianna,King,Male,1,1997-08-19,3.51
527,Michael,Duncan,Other,3,1998-08-21,3.87
528,Tiffany,Smith,Other,1,2006-02-09,2.14
529,Dominique,Hanna,Female,4,1996-10-15,2.84
530,Carrie,Parks,Male,2,1995-02-05,2.53
531,Michael,Schmidt,Female,2,1997-09-25,3.04
532,Karla,Landry,Female,2,2001-06-24,2.37
533,Amy,Buckley,Female,2,1994-03-11,3.83
534,Alexander,Miller,Other,2,1996-05-28,2.52
535,Megan,Butler,Female,2,2006-06-06,3.23
536,Jennifer,Shannon,Female,3,2003-12-16,2.51
537,Danielle,Cortez,Male,1,1994-06-13,2.32
538,Reginald,Acosta,Male,1,2005-12-14,3.48
539,Raymond,Johnson,Other,3,1998-10-26,3.42
540,Tracey,Cain,Other,1,2001-08-15,2.9
541,Dwayne,Anderson,Other,4,2004-08-06,3.76
542,Bruce,Steele,Other,1,2000-01-20,3.45
543,Sarah,Mathis,Male,1,1999-07-12,3.85
544,Michael,Taylor,Male,3,1994-10-13,3.25
545,Rachel,Mahoney,Male,1,1995-09-19,2.57
546,Nancy,Peterson,Other,4,1993-11-27,3.38
547,Laura,Ellis,Other,4,1998-07-03,3.48
548,Amy,Mayo,Other,4,2002-12-19,2.59
549,Anthony,Baldwin,Male,1,2001-07-20,3.33
550,Eric,Logan,Female,3,2007-06-23,3.43
551,Emily,Delgado,Female,4,1995-05-07,2.0
552,Richard,Boone,Other,2,2003-01-31,3.35
553,Denise,Obrien,Other,2,2002-07-25,2.28
554,Erin,Price,Male,3,2003-10-22,3.46
555,Tyler,Brown,Male,3,2005-03-16,3.22
556,Julie,Wolfe,Other,3,2001-12-15,2.72
557,John,Trujillo,Male,3,1993-08-18,3.64
558,Lori,Smith,Male,4,1997-04-13,
559,Anne,Johnson,Other,2,1993-01-10,2.79
560,Susan,Strong,Other,4,2000-03-08,3.9
561,Andrea,Caldwell,Female,4,2004-07-04,3.97
562,Thomas,Jackson,Male,1,2005-01-19,3.99
563,Jasmine,Reilly,Female,3,1997-12-27,2.18
564,Lauren,Cunningham,Other,2,2003-04-23,2.29
565,Jared,Lee,Male,1,1996-11-19,2.73
566,Catherine,Ross,Other,4,2006-08-14,2.71
567,Amanda,Ayala,Male,1,1995-09-30,3.53
568,Michael,Williams,Male,2,2002-02-12,2.61
569,Brandon,Gregory,Female,1,1996-02-20,3.5
570,Peter,Oneill,Male,4,1995-04-05,2.82
571,John,French,Other,3,1997-06-27,3.83
572,Alexander,Cobb,Other,3,1993-07-31,2.21
573,Kevin,Pierce,Male,4,1996-04-19,2.74
574,Jessica,Gibson,Male,3,1997-12-26,2.69
575,Bradley,Jackson,Male,4,1994-10-25,3.73
576,Joel,Parks,Female,2,2001-07-16,2.51
577,Michael,Sims,Other,2,1997-07-29,3.05
578,Krista,Martinez,Male,3,1998-05-18,3.39
579,Scott,Wood,Female,3,2000-05-25,2.07
580,Leslie,Franklin,Female,2,2006-07-19,3.19
581,Nicholas,Soto,Other,3,2000-12-15,3.38
582,Ashley,Stevens,Other,1,2004-12-22,3.94
583,Christie,Thomas,Female,3,2005-05-12,2.34
584,Mary,Gonzalez,Other,1,1998-02-04,2.05
585,Patricia,Williamson,Female,2,1999-12-25,3.32
586,Wendy,Holland,Other,2,2003-09-04,3.68
587,Ricky,Oneal,Other,1,2003-08-09,2.04
588,Scott,Hickman,Other,4,1998-05-26,2.61
589,Jeffrey,Smith,Male,3,1997-06-20,3.49
590,Robin,Ball,Other,4,2005-10-21,2.92
591,Sarah,Gregory,Other,4,1998-09-07,2.87
592,Jessica,Campbell,Female,1,2005-09-17,3.63
593,Katherine,Turner,Male,4,1996-03-09,2.94
594,Regina,Schaefer,Male,2,2003-12-30,2.88
595,Lee,Alvarado,Other,1,2000-04-29,
596,Jeff,Nelson,Male,2,2005-04-25,3.64
597,Joseph,Mckenzie,Other,4,1993-02-04,2.16
598,Justin,Petersen,Other,3,2000-05-12,3.58
599,Gregory,Jackson,Other,4,2000-10-20,2.63
600,Stephen,Mcdonald,Female,1,2001-06-20,2.58
601,Joshua,Hicks,Other,1,2000-04-05,2.25
602,Cory,Jones,Other,2,1999-04-10,3.33
603,Ryan,Garcia,Female,2,2002-09-23,3.52
604,Alexa,Mcbride,Other,3,2006-11-24,2.7
605,Teresa,Buchanan,Male,2,2001-05-13,3.85
606,Christopher,Rose,Male,1,1998-11-24,2.63
607,Traci,Roberts,Other,2,2007-04-28,2.97
608,Lisa,Wilson,Male,2,2004-03-21,2.74
609,Timothy,Harris,Female,2,1998-04-15,2.36
610,Jenna,Garcia,Male,2,1999-12-06,2.07
611,Mary,Pierce,Male,2,1995-07-17,3.9
612,Jeanne,Contreras,Male,4,2007-04-11,3.71
613,Jaime,Collins,Female,1,1999-09-08,2.53
614,Ralph,Mckenzie,Female,4,2005-07-31,3.61
615,Jeremiah,Suarez,Other,4,1997-02-22,3.54
616,Alexa,Burch,Other,4,1998-08-18,3.91
617,Mary,Mills,Male,3,2004-08-31,
618,Melissa,Escobar,Other,2,1997-12-04,2.87
619,Mark,Galloway,Male,1,1993-10-25,2.97
620,Joanne,Townsend,Female,4,1994-10-16,3.2
621,Dorothy,Rodriguez,Female,3,1993-05-07,2.79
622,Jason,Douglas,Male,3,2001-07-12,3.42
623,Susan,Reyes,Male,2,2003-09-18,2.22
624,Paul,Hartman,Female,1,1999-02-14,3.91
625,Ana,Powers,Male,4,2006-11-12,2.21
626,Erica,Murray,Female,3,1996-05-06,3.97
627,Erin,Smith,Other,3,1999-02-04,3.27
628,Courtney,Kelly,Female,2,2005-12-09,3.29
629,Alexandra,Young,Other,4,2002-03-13,2.35
630,John,Gutierrez,Other,1,1996-06-08,2.86
631,Julie,Ortiz,Other,1,1994-01-11,3.63
632,Jane,Richard,Female,1,2001-11-01,3.33
633,Robert,Cole,Male,3,2006-01-20,3.83
634,Dylan,Sullivan,Other,1,2000-05-05,
635,Colin,Parker,Male,1,2004-02-17,2.59
636,Michael,Padilla,Other,2,2006-03-07,3.42
637,Andrew,Dillon,Female,1,1993-08-30,2.14
638,Marc,Lopez,Female,1,1998-03-14,3.87
639,Ryan,Mcclure,Other,4,1997-08-22,3.12
640,Nicholas,Harris,Female,1,1996-12-27,
641,Debra,Bailey,Male,2,2002-03-26,2.36
642,Laura,Cross,Other,1,2007-08-26,3.67
643,John,Lawrence,Female,4,2007-01-17,2.71
644,Patricia,Wright,Female,1,1997-02-11,3.48
645,Kathleen,Williams,Other,4,1994-01-27,2.74
646,Carrie,Howard,Other,1,2005-10-25,2.05
647,Lisa,Hamilton,Male,3,1999-04-07,3.77
648,Matthew,Chavez,Male,1,2001-09-21,
649,Courtney,Moody,Male,4,2004-03-23,2.39
650,Adam,Lam,Male,3,1993-04-24,2.33
651,Scott,Anderson,Male,2,1999-09-28,2.09
652,Christina,Jacobson,Other,4,1995-09-29,3.87
653,Andrea,Ward,Male,2,2003-10-26,2.93
654,Justin,Johns,Other,2,1996-05-26,3.64
655,Christopher,Higgins,Female,1,2003-06-06,2.34
656,Nathan,White,Male,4,2007-06-10,3.95
657,Russell,Thomas,Female,3,2007-07-10,3.46
658,Julie,Wallace,Female,1,1997-05-10,3.72
659,Rebekah,Wilson,Female,1,1999-10-15,2.5
660,Timothy,Robinson,Male,3,2004-01-31,2.93
661,Andrew,Harrell,Male,4,2003-07-13,2.32
662,Nancy,Johnson,Other,1,1992-12-16,3.28
663,Brittany,Hernandez,Male,4,1994-10-09,2.24
664,Kevin,Thompson,Female,1,1996-06-19,2.17
665,Jennifer,Morris,Male,1,2005-12-16,3.92
666,Kayla,Williams,Male,4,2002-08-09,2.31
667,Tammy,Hancock,Other,2,2004-04-24,2.8
668,Lori,Hampton,Female,2,2003-09-22,2.58
669,Henry,Guzman,Female,1,1998-06-06,3.4
670,John,Parker,Female,3,2004-07-22,3.79
671,Melissa,King,Other,4,1994-08-04,3.04
672,Jason,Waller,Other,4,1993-02-15,3.32
673,Alyssa,Brown,Male,3,1996-05-19,3.58
674,Daryl,Crawford,Other,4,1993-02-25,2.23
675,Jason,Turner,Other,3,2004-07-24,2.79
676,Lauren,Higgins,Other,2,1998-08-23,2.26
677,Suzanne,Rogers,Female,2,2000-05-18,3.84
678,Gina,Jordan,Male,4,2000-02-02,3.07
679,Mallory,Hickman,Other,3,2005-12-27,3.94
680,Michael,Wright,Female,2,2004-07-01,2.63
681,Leah,Thomas,Other,3,1996-02-20,3.0
682,Kelly,Chavez,Other,4,2003-09-04,2.19
683,Brittany,Pacheco,Male,3,1999-03-12,3.98
684,Kevin,Joseph,Male,2,2000-07-04,2.25
685,Rachel,Salazar,Other,2,2004-05-09,3.05
686,Kendra,Smith,Other,2,2004-11-26,3.13
687,Paul,Bell,Female,4,2006-04-17,2.96
688,Ann,Hurst,Female,4,2000-10-13,2.78
689,John,Lopez,Male,4,2005-04-04,3.0
690,Nathan,Lewis,Other,4,2001-04-29,2.98
691,Tammy,Adams,Other,1,2005-02-18,2.19
692,Kevin,Hensley,Other,4,1997-07-25,2.79
693,Jesse,Strong,Male,2,1999-04-26,2.44
694,David,Schroeder,Female,2,1995-11-12,3.52
695,Kimberly,Harrington,Male,1,2004-12-02,2.84
696,Amy,Pope,Female,3,1995-06-04,3.42
697,Amanda,Huynh,Male,2,1996-07-15,3.6
698,Raymond,Hester,Male,1,1996-10-06,2.15
699,Aaron,Adams,Other,1,2003-08-01,2.13
700,Lisa,Hill,Female,1,1999-10-14,3.48
701,Cody,Farmer,Female,3,2002-07-21,3.36
702,John,Carney,Other,3,1995-08-31,2.94
703,Natalie,Sherman,Female,1,1993-02-12,2.55
704,Melissa,Vega,Male,1,2001-09-21,3.38
705,Patricia,Ballard,Other,4,1996-01-26,2.83
706,Robert,Moore,Other,1,1996-09-28,
707,Jessica,Yu,Other,3,1997-09-17,3.16
708,Bernard,Rodriguez,Female,2,2004-10-16,2.82
709,Patrick,Elliott,Male,3,2001-01-12,2.12
710,Michelle,Wang,Female,2,1998-04-02,3.07
711,Brandon,Smith,Female,1,1994-08-09,2.43
712,Ross,Holloway,Female,3,2002-05-30,2.17
713,Kelsey,Mcknight,Female,3,2002-07-10,3.52
714,Dana,Brown,Male,2,2004-02-01,2.02
715,Courtney,Gonzalez,Female,4,1994-04-07,2.86
716,Pamela,Brady,Male,3,2004-04-12,2.76
717,Kelly,Martinez,Female,1,2002-06-04,3.94
718,Ryan,Hendricks,Male,3,2004-04-09,3.25
719,Nicholas,Edwards,Female,4,2002-06-30,3.39
720,Christopher,Sanchez,Male,4,2000-09-14,2.49
721,Ricardo,Hart,Female,3,1994-05-15,3.43
722,Justin,Davis,Male,3,1996-02-14,3.98
723,Jacob,Spears,Other,1,1997-01-20,2.22
724,Frank,Harris,Female,3,2002-05-27,3.21
725,Michael,Peters,Female,3,2002-04-20,3.75
726,Justin,Murphy,Male,2,2001-07-31,3.22
727,Daniel,Ryan,Male,2,1996-10-19,3.78
728,Jason,Martinez,Male,4,1996-07-21,2.59
729,Martha,Gutierrez,Other,1,2002-10-09,3.01
730,Calvin,Brown,Female,3,2007-10-20,3.37
731,Rebecca,Jones,Female,1,2003-08-03,3.88
732,Colleen,Reese,Female,4,2007-02-05,2.02
733,Ana,Morgan,Female,3,2005-12-07,3.34
734,Michael,Gonzalez,Other,1,1993-12-31,2.07
735,Debbie,Soto,Male,1,2001-01-20,2.25
736,Stephanie,Herring,Female,1,1995-09-03,3.22
737,Savannah,Chase,Female,3,2005-09-16,2.33
738,James,Gonzales,Other,2,1995-06-21,3.85
739,Angela,Holt,Male,2,2007-06-11,2.27
740,Raymond,Stevens,Other,2,2004-04-22,3.4
741,Monica,Hawkins,Female,2,1995-08-07,3.86
742,Eric,Bass,Male,4,2006-08-13,3.8
743,Anthony,Robertson,Female,4,1997-07-10,2.04
744,Kristen,Brown,Female,1,2006-07-08,3.06
745,Michael,Olson,Other,3,2001-09-13,3.6
746,Henry,Jenkins,Other,4,2007-05-20,2.36
747,Sue,Rogers,Female,4,1994-01-28,2.39
748,Phillip,Wagner,Female,2,1993-05-03,3.95
749,Jeanette,Bautista,Male,4,1993-06-15,2.71
750,Melissa,Martinez,Female,1,2001-06-13,3.41
751,Emily,Morton,Male,2,1995-11-26,3.59
752,Rhonda,Rodgers,Female,1,2002-01-19,3.6
753,Katie,Day,Male,2,1995-07-28,2.34
754,Robert,Peterson,Female,2,2006-12-28,
755,Kendra,Schneider,Other,2,2005-10-02,3.97
756,Deborah,Cooper,Other,2,2003-04-06,3.38
757,Amanda,Bautista,Female,1,1995-08-02,2.73
758,Elizabeth,Hill,Female,2,1995-07-04,2.2
759,Joshua,Adams,Other,1,1998-06-04,2.05
760,Reginald,Davis,Male,2,2006-04-03,3.23
761,Zoe,Ross,Male,4,2007-09-11,2.71
762,Richard,Jones,Female,1,1994-10-08,3.22
763,Gwendolyn,Moran,Other,1,2005-05-29,2.98
764,Shannon,Saunders,Other,3,1994-10-18,3.29
765,Timothy,Parker,Female,4,2002-06-03,3.81
766,Evelyn,Henderson,Male,1,1995-01-11,3.66
767,Jennifer,Gallegos,Male,2,1997-02-06,3.55
768,Monica,Odom,Other,4,2001-11-19,2.81
769,Jose,Oliver,Male,2,1998-08-18,4.0
770,Tiffany,Davis,Female,4,2004-07-06,2.68
771,Michele,Thompson,Other,1,2000-06-14,2.87
772,Emily,Torres,Female,3,2002-08-27,2.2
773,Russell,Walker,Female,4,2002-02-10,3.18
774,Justin,Santos,Male,4,2002-06-10,3.62
775,Glenn,Wilson,Male,4,2004-01-09,
776,Stephanie,Cooper,Male,1,1997-04-05,2.2
777,Anthony,Schmidt,Female,1,1993-05-09,3.95
778,Debbie,Brown,Other,1,1996-12-08,2.8
779,Aimee,Garcia,Male,2,2005-08-16,3.13
780,Amanda,Chandler,Other,3,1994-12-16,2.46
781,Carolyn,Larson,Male,2,1996-05-06,3.53
782,Scott,Krueger,Other,3,2001-01-26,2.41
783,William,Holmes,Other,1,2003-07-05,2.02
784,John,Weaver,Male,4,2006-03-05,2.98
785,David,Fry,Male,4,1996-06-15,3.57
786,Victor,Peterson,Male,4,2006-09-04,2.22
787,Douglas,Little,Other,4,2006-11-27,3.41
788,Rachel,Wallace,Male,2,2003-08-03,2.95
789,Rachael,Schaefer,Male,2,2002-05-01,4.0
790,Bruce,Villarreal,Male,3,2004-02-13,2.32
791,Monica,Howe,Male,2,1996-05-01,2.72
792,Edward,Gonzalez,Male,4,1994-04-11,2.88
793,Sarah,Pittman,Female,1,1994-01-02,2.88
794,Ashley,Wilson,Female,3,2005-11-16,2.83
795,Michelle,Rodriguez,Female,1,1994-02-28,2.16
796,Cameron,Hood,Other,3,1997-10-15,3.55
797,Adam,Shelton,Other,1,2006-06-09,3.78
798,Charles,Burton,Male,4,2000-11-05,3.35
799,Jennifer,Gross,Female,3,2002-01-29,3.23
800,Nicole,Gray,Other,1,2003-07-10,2.95
801,Justin,Burgess,Female,2,2000-05-23,2.88
802,Ryan,Mcdaniel,Other,2,2006-04-18,2.39
803,Amy,George,Other,2,2001-02-26,2.88
804,Martin,Vazquez,Female,2,2000-02-22,3.78
805,Lisa,Peters,Male,1,1993-11-10,2.3
806,Kim,Hammond,Other,3,2001-02-04,2.85
807,Brent,Johnson,Male,4,2006-02-04,3.2
808,Heather,Smith,Other,3,1992-12-06,2.6
809,Dustin,Calderon,Other,2,2007-01-15,3.18
810,Glenda,Smith,Other,4,1995-06-29,2.23
811,Justin,Russell,Other,2,2007-09-19,2.28
812,Shaun,Martinez,Female,4,2002-07-11,3.2
813,Ashlee,Phillips,Other,1,1996-04-08,3.02
814,Sarah,Smith,Female,1,2003-05-22,2.22
815,Derek,Norman,Female,1,2006-02-25,2.85
816,Christopher,Baker,Male,1,2006-01-06,2.35
817,Cassie,Wright,Other,1,2005-03-28,3.74
818,Lisa,Garrett,Other,4,2002-12-09,2.91
819,Christine,Castillo,Female,2,2005-09-19,2.8
820,Jessica,Nichols,Female,3,2002-03-05,3.87
821,Jodi,Esparza,Other,3,2006-06-15,2.38
822,Angela,West,Other,2,1996-03-21,3.14
823,Michael,Hendricks,Female,1,2001-08-05,3.73
824,Sara,Scott,Female,1,2005-01-07,2.64
825,Carrie,Bryant,Other,2,1997-09-13,3.79
826,Teresa,Booker,Female,1,2006-05-04,2.47
827,Edgar,Hill,Female,2,1992-11-21,3.07
828,Michele,Davis,Female,4,1998-04-12,3.0
829,Kevin,Hansen,Female,2,2007-04-05,3.76
830,Patricia,Brown,Other,2,1994-01-14,2.04
831,Andrea,Bell,Other,2,2000-04-21,3.77
832,Melinda,Aguilar,Male,4,1998-09-17,3.86
833,Debbie,Wells,Other,1,2006-04-03,3.06
834,Michael,Armstrong,Other,3,1994-10-16,2.1
835,Kathleen,Harris,Male,2,2002-10-18,3.59
836,Michael,Owens,Male,1,2005-09-02,3.8
837,Victoria,Andersen,Male,4,1994-04-13,2.76
838,Kaylee,Thomas,Female,2,2006-05-28,2.52
839,Amy,Ortiz,Other,1,2006-02-14,2.99
840,Mary,Hunter,Female,1,2005-07-09,3.78
841,Brianna,Mitchell,Female,2,1993-12-17,2.25
842,Paul,Soto,Other,2,2007-06-29,3.24
843,Julie,Pierce,Other,2,1995-09-13,3.38
844,Kevin,Richards,Male,4,2007-08-28,3.24
845,Mary,Ray,Male,1,2001-05-20,3.91
846,Donna,Dougherty,Other,3,1999-03-25,3.21
847,Robin,Fowler,Male,1,1996-03-28,2.01
848,Ashley,Huffman,Female,2,2006-03-14,2.62
849,Frank,Jones,Female,3,2002-08-04,3.89
850,Melissa,Pearson,Other,3,1998-07-10,3.38
851,Brian,Miller,Male,1,1999-10-15,3.99
852,Linda,Castro,Male,3,2005-03-09,3.71
853,Megan,Baker,Male,1,2004-09-26,2.16
854,Louis,Bullock,Other,1,1996-02-12,3.9
855,Adam,Fuentes,Other,4,2003-12-16,3.56
856,Alyssa,Jimenez,Other,3,1998-01-30,2.33
857,Gabriel,Sanchez,Other,2,1998-11-03,3.61
858,Lori,Smith,Other,3,2005-07-18,3.95
859,Phillip,Blankenship,Male,2,1998-01-05,
860,Kelly,Miller,Female,1,2005-06-10,2.01
861,Danny,Murphy,Other,3,1994-05-13,2.49
862,Kimberly,Hernandez,Female,3,2002-10-06,2.71
863,Julia,Collins,Female,2,2004-04-09,2.68
864,Amanda,Stewart,Other,4,2006-07-07,3.32
865,Nancy,Downs,Other,1,1996-08-21,3.55
866,Nicholas,Stanton,Female,2,1999-06-13,3.93
867,Angela,Galloway,Female,3,2000-04-18,3.99
868,Adam,Obrien,Female,2,1997-04-21,3.26
869,Elizabeth,Harrison,Female,2,2001-03-21,3.46
870,Teresa,Richard,Other,1,2003-01-16,3.37
871,Mark,Williams,Other,4,2002-05-29,2.81
872,Amy,Martinez,Female,3,1993-08-21,2.55
873,Danielle,Stewart,Male,3,1995-02-08,2.58
874,Zachary,Williams,Female,1,2000-11-27,2.34
875,Katelyn,Alvarez,Other,1,2004-03-01,2.83
876,Nicole,Wilson,Other,2,1996-04-25,2.68
877,Caitlin,Stewart,Male,2,1996-04-06,3.97
878,Angela,Black,Other,3,1999-03-09,2.74
879,George,Bennett,Other,2,1998-11-18,3.07
880,Jamie,Gray,Female,2,2001-02-10,3.99
881,Erik,Colon,Other,1,2004-05-18,
882,Sheila,Klein,Other,4,2000-11-04,3.57
883,Jennifer,Campbell,Other,3,2001-10-16,2.24
884,Debra,Poole,Other,4,2001-07-06,3.47
885,Amanda,Davis,Other,2,2000-04-21,3.85
886,Kimberly,Ward,Male,1,1993-12-28,3.12
887,Christopher,Williams,Other,1,1998-04-18,2.01
888,Meghan,Myers,Other,2,2006-06-15,3.62
889,Carl,Berry,Other,1,1995-02-14,2.72
890,Ryan,Weaver,Other,2,2005-06-23,
891,Danielle,Beasley,Male,2,2003-08-28,2.07
892,Steven,Schmidt,Other,1,2006-06-01,2.06
893,Gabrielle,Gray,Male,3,2001-04-24,3.94
894,Jesse,Owen,Female,3,2007-04-17,
895,Holly,Wilson,Other,4,1995-09-11,2.06
896,Luis,Gibson,Other,1,1994-05-22,2.74
897,Bradley,Flores,Male,3,2001-01-16,2.39
898,Kimberly,Baldwin,Female,4,2006-12-26,2.7
899,Steven,Norton,Female,2,2007-06-03,3.17
900,Brandon,Baker,Male,3,2007-07-19,2.4
901,John,Wood,Male,2,2007-05-04,2.92
902,Michael,Vincent,Male,4,2004-04-21,2.87
903,Courtney,Duffy,Female,2,2001-09-21,2.57
904,Miguel,Briggs,Male,3,1999-01-30,2.78
905,Antonio,Dixon,Male,1,1996-01-05,2.13
906,Roy,Morris,Male,1,1995-03-06,3.09
907,Allison,Harris,Male,4,1999-10-25,2.51
908,Paige,Doyle,Female,4,1995-01-26,3.24
909,Jacob,Franco,Male,1,2004-06-02,2.61
910,Nicole,Day,Female,1,2002-09-05,2.15
911,Stephanie,Lucas,Other,1,2004-04-05,2.35
912,Sheena,Gray,Female,3,2001-06-13,2.52
913,Wesley,Buck,Female,1,2007-10-29,2.98
914,Nathan,Turner,Male,4,1996-10-03,3.51
915,Eric,Johnson,Female,3,1999-12-09,2.17
916,Michael,Carney,Female,1,2007-01-01,3.95
917,Jeremy,Smith,Female,2,2001-09-09,2.19
918,Jeanne,Chapman,Other,2,1992-12-25,3.17
919,Angela,Morris,Male,1,2004-12-11,2.27
920,Mark,Davis,Male,3,2003-02-10,2.37
921,David,Cummings,Female,2,1993-04-12,2.38
922,Tiffany,Shelton,Female,3,1999-07-02,2.74
923,Tony,Williams,Other,3,2007-08-20,3.24
924,Elizabeth,Allison,Male,4,1997-01-13,2.77
925,Nancy,Brown,Other,1,2006-06-02,2.39
926,Jodi,Johnson,Male,3,1996-05-25,2.92
927,Megan,Davis,Male,4,1999-07-05,2.88
928,Jerry,Bell,Male,2,1997-09-27,2.33
929,Katie,Estes,Male,2,1996-08-16,2.03
930,Joshua,Conrad,Male,4,2007-09-22,3.13
931,Gregory,Skinner,Male,4,1993-03-22,3.15
932,Annette,Grant,Male,2,2005-12-28,2.89
933,Robert,Matthews,Other,4,2004-05-26,3.45
934,Jon,Schneider,Female,4,1998-03-19,2.56
935,Natalie,Cooper,Other,2,2006-05-05,3.26
936,Kimberly,Li,Male,3,2007-09-09,2.39
937,Paul,Mullins,Female,2,1996-11-24,3.0
938,Jonathan,Lynch,Female,2,1996-09-06,3.22
939,Sydney,Martinez,Male,4,2001-08-05,2.07
940,Mary,Rios,Male,1,2006-07-26,2.1
941,Jacob,Larson,Other,3,2001-05-25,3.55
942,Steven,Gross,Female,2,2002-03-13,2.22
943,Jason,Nguyen,Other,4,2000-02-29,3.39
944,Terry,Washington,Female,2,2003-02-10,3.53
945,Eric,Campbell,Female,4,1999-01-29,2.22
946,Frederick,Nguyen,Other,2,1995-04-11,3.5
947,Evan,Johnson,Other,2,2000-06-14,3.98
948,Emily,Ruiz,Other,1,2002-02-15,2.74
949,Christine,Beck,Male,4,2003-07-02,2.5
950,Traci,Rodriguez,Other,4,1994-02-11,2.97
951,Alan,Brock,Female,1,2001-06-19,3.89
952,Bryan,Orr,Female,2,1999-04-24,2.62
953,Nicole,Rush,Other,2,2003-08-24,3.22
954,Lisa,Juarez,Other,1,2001-01-08,3.95
955,Melissa,Williams,Other,3,1997-01-23,3.47
956,Kyle,Gallegos,Other,4,2004-07-23,3.81
957,Jeremy,Campbell,Other,3,2000-07-26,3.73
958,Edward,Collins,Male,4,2003-12-26,2.25
959,Dustin,Rice,Female,4,1996-02-24,3.0
960,Lacey,Wilkinson,Male,3,2006-06-27,3.84
961,Anna,Davis,Male,2,1996-01-31,2.75
962,Melissa,Martin,Female,2,1997-06-11,3.1
963,Brandon,Garcia,Female,4,2004-06-11,2.67
964,Lucas,Brown,Male,4,2004-10-30,3.13
965,Brenda,Huang,Other,2,2002-04-16,3.73
966,Rita,Blankenship,Male,1,1994-06-19,2.66
967,William,Byrd,Other,3,2007-02-21,2.59
968,Lori,Schmidt,Female,2,1996-03-20,3.91
969,Melissa,Hines,Other,4,2000-01-07,2.37
970,Mark,Wagner,Male,2,1997-09-09,2.41
971,Elizabeth,Combs,Female,2,1994-07-30,3.79
972,Laura,Brown,Other,1,1994-07-14,2.4
973,Michael,Baker,Female,3,2002-08-23,3.89
974,Karen,Miller,Female,4,2002-08-12,3.88
975,Tyler,Lowery,Other,2,2001-05-05,3.22
976,Tyler,Stewart,Other,4,1995-09-10,2.15
977,Erin,Carter,Female,2,1993-02-01,3.69
978,Christopher,Hernandez,Other,3,2007-05-18,3.94
979,Michael,Steele,Other,3,2001-11-28,3.99
980,Ann,Hernandez,Female,2,2001-03-21,3.92
981,Erica,Bernard,Female,3,2003-07-23,3.63
982,Kathryn,Warren,Female,2,2004-11-04,2.19
983,Nicholas,Richardson,Female,1,2001-05-23,2.64
984,Linda,Mack,Female,2,2002-02-13,3.26
985,Marie,Aguilar,Female,4,2007-09-20,2.12
986,Marcus,Stark,Female,4,1999-09-29,2.9
987,Catherine,Ortiz,Female,1,2000-05-11,3.33
988,Laura,Martinez,Other,2,1999-06-25,3.68
989,Emily,Carey,Other,4,1992-12-01,2.51
990,Paul,Jefferson,Male,4,1994-03-17,2.13
991,Cheryl,Mcgee,Male,3,1996-08-09,2.71
992,Erin,Warren,Other,1,1994-10-25,3.55
993,Tiffany,Weaver,Other,2,2001-03-10,2.93
994,Deborah,King,Male,2,1994-12-10,2.37
995,Melissa,Reyes,Female,1,1994-07-25,3.52
996,Chad,Walker,Other,1,1997-02-27,3.08
997,Ryan,Ross,Other,2,1998-06-14,
998,Ronald,Boyd,Female,1,1998-03-13,2.81
999,Anthony,Chavez,Male,1,2004-05-06,2.65
1000,Stephanie,Huff,Male,4,1994-02-09,2.79
